conflict_id,person_id,activity_1,activity_2,time_interval,conflict_type,overlap_minutes,severity
1064,P015,Deployment,Training,2025-11-14 16:00 - 2025-11-14 16:30,containment,30,Medium
1065,P015,Product Demo,Product Demo,2025-11-18 16:08 - 2025-11-18 16:30,partial overlap,22,Medium
1066,P015,Operations Check,Design Review,2025-11-13 11:50 - 2025-11-13 12:14,containment,24,Medium
1067,P015,Deployment,Tech Sharing,2025-11-20 12:45 - 2025-11-20 13:00,containment,15,Medium
1068,P015,Training,Training,2025-11-20 14:00 - 2025-11-20 14:06,partial overlap,6,Low
1069,P015,Training,Training,2025-11-20 14:00 - 2025-11-20 14:30,containment,30,Medium
1070,P015,Requirements Analysis,Brainstorming,2025-11-20 17:00 - 2025-11-20 17:15,containment,15,Medium
1071,P015,Training,Training,2025-11-20 14:00 - 2025-11-20 14:06,partial overlap,6,Low
1072,P015,Training,Operations Check,2025-11-20 13:10 - 2025-11-20 13:44,containment,34,Medium
1073,P015,Project Discussion,Operations Check,2025-11-20 13:19 - 2025-11-20 13:44,partial overlap,25,Medium
1074,P015,Training,Project Discussion,2025-11-20 13:19 - 2025-11-20 13:53,containment,34,Medium
1075,P016,Product Demo,Design Review,2025-10-09 18:45 - 2025-10-09 20:00,partial overlap,75,High
1076,P016,Product Demo,Product Demo,2025-10-11 12:32 - 2025-10-11 13:05,containment,33,Medium
1077,P016,Team Building,Requirements Analysis,2025-10-18 15:07 - 2025-10-18 15:30,partial overlap,23,Medium
1078,P016,Project Discussion,Client Visit,2025-10-13 17:30 - 2025-10-13 18:00,partial overlap,30,Medium
1079,P016,Meeting,Meeting,2025-10-21 16:15 - 2025-10-21 16:45,containment,30,Medium
1080,P016,Deployment,Meeting,2025-10-21 16:15 - 2025-10-21 16:45,containment,30,Medium
1081,P016,Code Review,Testing Acceptance,2025-10-21 15:00 - 2025-10-21 15:15,containment,15,Medium
1082,P016,Brainstorming,Training,2025-10-22 09:15 - 2025-10-22 09:45,containment,30,Medium
1083,P016,Requirements Analysis,Training,2025-10-22 09:30 - 2025-10-22 09:45,containment,15,Medium
1084,P016,One-on-One,Training,2025-10-22 09:32 - 2025-10-22 10:00,partial overlap,28,Medium
1085,P016,Deployment,Training,2025-10-22 09:41 - 2025-10-22 10:00,partial overlap,19,Medium
1086,P016,Brainstorming,One-on-One,2025-10-22 09:32 - 2025-10-22 09:45,partial overlap,13,Low
1087,P016,Requirements Analysis,One-on-One,2025-10-22 09:32 - 2025-10-22 09:45,partial overlap,13,Low
1088,P016,Deployment,One-on-One,2025-10-22 09:41 - 2025-10-22 10:01,partial overlap,20,Medium
1089,P016,One-on-One,Client Visit,2025-10-23 15:15 - 2025-10-23 15:30,containment,15,Medium
1090,P016,Product Demo,Deployment,2025-10-25 10:45 - 2025-10-25 11:15,partial overlap,30,Medium
1091,P016,Product Demo,Requirements Analysis,2025-10-25 09:15 - 2025-10-25 09:30,containment,15,Medium
1092,P016,Client Visit,Operations Check,2025-10-26 09:35 - 2025-10-26 09:54,containment,19,Medium
1093,P016,Design Review,Design Review,2025-10-25 16:00 - 2025-10-25 16:30,full overlap,30,Medium
1094,P016,Meeting,Deployment,2025-10-21 16:00 - 2025-10-21 16:45,containment,45,High
1095,P016,Testing Acceptance,Training,2025-10-24 12:15 - 2025-10-24 12:30,containment,15,Medium
1096,P016,Requirements Analysis,Deployment,2025-10-22 08:06 - 2025-10-22 08:30,partial overlap,24,Medium
1097,P016,Testing Acceptance,Deployment,2025-10-22 08:29 - 2025-10-22 08:30,partial overlap,1,Low
1098,P016,Meeting,Testing Acceptance,2025-10-21 15:58 - 2025-10-21 16:00,partial overlap,2,Low
1099,P016,Brainstorming,Requirements Analysis,2025-10-22 09:30 - 2025-10-22 09:45,containment,15,Medium
1100,P016,Deployment,Requirements Analysis,2025-10-22 09:41 - 2025-10-22 09:45,partial overlap,4,Low
1101,P016,Design Review,Testing Acceptance,2025-10-27 13:00 - 2025-10-27 13:15,partial overlap,15,Medium
1102,P016,Project Discussion,Tech Sharing,2025-10-26 14:10 - 2025-10-26 14:15,partial overlap,5,Low
1103,P016,Deployment,Brainstorming,2025-10-22 09:41 - 2025-10-22 09:45,partial overlap,4,Low
1104,P016,Project Discussion,Requirements Analysis,2025-10-26 14:45 - 2025-10-26 14:48,partial overlap,3,Low
1105,P016,Design Review,Team Building,2025-10-25 15:37 - 2025-10-25 15:45,partial overlap,8,Low
1106,P016,One-on-One,Team Building,2025-10-27 13:45 - 2025-10-27 14:30,full overlap,45,High
1107,P016,Testing Acceptance,Requirements Analysis,2025-10-22 08:29 - 2025-10-22 09:02,containment,33,Medium
1108,P016,Meeting,Meeting,2025-11-01 12:30 - 2025-11-01 12:45,partial overlap,15,Medium
1109,P016,Design Review,Brainstorming,2025-11-03 16:30 - 2025-11-03 17:15,partial overlap,45,High
1110,P016,Training,Brainstorming,2025-11-03 16:45 - 2025-11-03 17:15,partial overlap,30,Medium
1111,P016,Design Review,Training,2025-11-03 16:45 - 2025-11-03 18:00,partial overlap,75,High
1112,P016,Client Visit,One-on-One,2025-11-06 10:30 - 2025-11-06 12:00,full overlap,90,High
1113,P016,Brainstorming,Requirements Analysis,2025-11-08 09:30 - 2025-11-08 10:00,containment,30,Medium
1114,P016,Meeting,Code Review,2025-11-05 10:15 - 2025-11-05 10:45,containment,30,Medium
1115,P016,Requirements Analysis,Code Review,2025-11-05 10:41 - 2025-11-05 10:45,partial overlap,4,Low
1116,P016,Code Review,Testing Acceptance,2025-11-10 13:21 - 2025-11-10 13:30,partial overlap,9,Low
1117,P016,Brainstorming,One-on-One,2025-11-08 09:23 - 2025-11-08 09:30,partial overlap,7,Low
1118,P016,Project Discussion,Design Review,2025-11-06 15:22 - 2025-11-06 15:45,partial overlap,23,Medium
1119,P016,Requirements Analysis,Meeting,2025-11-05 10:41 - 2025-11-05 10:45,partial overlap,4,Low
1120,P016,Deployment,Team Building,2025-11-05 13:41 - 2025-11-05 14:00,partial overlap,19,Medium
1121,P016,One-on-One,Operations Check,2025-11-10 15:15 - 2025-11-10 15:30,partial overlap,15,Medium
1122,P016,Design Review,Team Building,2025-11-06 14:29 - 2025-11-06 14:50,containment,21,Medium
1123,P016,Deployment,Code Review,2025-11-09 13:34 - 2025-11-09 14:00,partial overlap,26,Medium
1124,P016,Design Review,One-on-One,2025-11-08 15:37 - 2025-11-08 16:00,partial overlap,23,Medium
1125,P016,Client Visit,One-on-One,2025-11-08 15:49 - 2025-11-08 16:00,partial overlap,11,Low
1126,P016,Product Demo,Code Review,2025-11-07 12:15 - 2025-11-07 12:45,containment,30,Medium
1127,P016,Design Review,One-on-One,2025-11-14 08:45 - 2025-11-14 09:30,containment,45,High
1128,P016,Design Review,One-on-One,2025-11-14 09:30 - 2025-11-14 09:45,partial overlap,15,Medium
1129,P016,One-on-One,Brainstorming,2025-11-09 09:45 - 2025-11-09 10:30,containment,45,High
1130,P016,Project Discussion,Brainstorming,2025-11-09 09:52 - 2025-11-09 10:30,partial overlap,38,Medium
1131,P016,Project Discussion,One-on-One,2025-11-09 09:52 - 2025-11-09 10:30,partial overlap,38,Medium
1132,P016,Design Review,Client Visit,2025-11-08 15:49 - 2025-11-08 16:07,partial overlap,18,Medium
1133,P016,Brainstorming,Client Visit,2025-11-08 16:02 - 2025-11-08 16:17,partial overlap,15,Medium
1134,P016,Brainstorming,Design Review,2025-11-08 16:02 - 2025-11-08 16:07,partial overlap,5,Low
1135,P016,Requirements Analysis,Deployment,2025-11-14 16:00 - 2025-11-14 16:15,containment,15,Medium
1136,P016,Project Discussion,Code Review,2025-11-18 10:15 - 2025-11-18 10:30,containment,15,Medium
1137,P016,Deployment,Training,2025-11-17 18:15 - 2025-11-17 18:30,containment,15,Medium
1138,P016,Brainstorming,One-on-One,2025-11-20 13:39 - 2025-11-20 13:45,partial overlap,6,Low
1139,P016,Requirements Analysis,Client Visit,2025-11-16 12:15 - 2025-11-16 12:45,partial overlap,30,Medium
1140,P016,Testing Acceptance,Requirements Analysis,2025-11-19 09:00 - 2025-11-19 09:15,full overlap,15,Medium
1141,P016,Training,Brainstorming,2025-11-18 12:30 - 2025-11-18 12:45,containment,15,Medium
1142,P016,Testing Acceptance,Product Demo,2025-11-23 17:13 - 2025-11-23 17:40,partial overlap,27,Medium
1143,P017,Client Visit,Brainstorming,2025-10-05 08:35 - 2025-10-05 08:50,containment,15,Medium
1144,P017,Deployment,Team Building,2025-10-14 12:45 - 2025-10-14 13:15,containment,30,Medium
1145,P017,Meeting,Requirements Analysis,2025-10-14 08:39 - 2025-10-14 09:00,partial overlap,21,Medium
1146,P017,Client Visit,Meeting,2025-10-11 14:11 - 2025-10-11 14:30,partial overlap,19,Medium
1147,P017,Design Review,One-on-One,2025-10-12 17:58 - 2025-10-12 18:15,partial overlap,17,Medium
1148,P017,Client Visit,One-on-One,2025-10-12 18:02 - 2025-10-12 18:15,partial overlap,13,Low
1149,P017,Brainstorming,Product Demo,2025-10-18 10:30 - 2025-10-18 11:15,containment,45,High
1150,P017,Brainstorming,Product Demo,2025-10-18 10:41 - 2025-10-18 11:15,partial overlap,34,Medium
1151,P017,Operations Check,Client Visit,2025-10-14 16:30 - 2025-10-14 17:00,partial overlap,30,Medium
1152,P017,Brainstorming,Brainstorming,2025-10-18 10:41 - 2025-10-18 11:15,partial overlap,34,Medium
1153,P017,Operations Check,Code Review,2025-10-20 15:30 - 2025-10-20 15:45,partial overlap,15,Medium
1154,P017,Operations Check,Deployment,2025-10-20 18:25 - 2025-10-20 19:00,partial overlap,35,Medium
1155,P017,Design Review,Product Demo,2025-10-20 16:51 - 2025-10-20 17:30,partial overlap,39,Medium
1156,P017,Team Building,One-on-One,2025-10-22 09:00 - 2025-10-22 09:15,containment,15,Medium
1157,P017,Brainstorming,One-on-One,2025-10-21 10:31 - 2025-10-21 11:00,partial overlap,29,Medium
1158,P017,Testing Acceptance,Testing Acceptance,2025-10-20 09:45 - 2025-10-20 10:00,partial overlap,15,Medium
1159,P017,Design Review,Client Visit,2025-10-12 18:02 - 2025-10-12 18:36,partial overlap,34,Medium
1160,P017,Meeting,Project Discussion,2025-10-27 08:45 - 2025-10-27 09:00,partial overlap,15,Medium
1161,P017,Code Review,Project Discussion,2025-10-27 08:45 - 2025-10-27 09:00,partial overlap,15,Medium
1162,P017,Code Review,Meeting,2025-10-27 08:45 - 2025-10-27 09:15,containment,30,Medium
1163,P017,Client Visit,One-on-One,2025-10-28 09:53 - 2025-10-28 10:15,partial overlap,22,Medium
1164,P017,Product Demo,Meeting,2025-10-29 18:45 - 2025-10-29 19:15,partial overlap,30,Medium
1165,P017,Tech Sharing,Deployment,2025-10-28 11:15 - 2025-10-28 11:30,containment,15,Medium
1166,P017,One-on-One,Tech Sharing,2025-10-26 17:00 - 2025-10-26 17:15,containment,15,Medium
1167,P017,Tech Sharing,Client Visit,2025-10-23 10:33 - 2025-10-23 10:56,containment,23,Medium
1168,P017,Tech Sharing,One-on-One,2025-10-24 17:32 - 2025-10-24 18:00,partial overlap,28,Medium
1169,P017,Deployment,Training,2025-10-30 13:19 - 2025-10-30 13:30,partial overlap,11,Low
1170,P017,Code Review,Meeting,2025-10-25 11:45 - 2025-10-25 12:00,partial overlap,15,Medium
1171,P017,Client Visit,Team Building,2025-10-28 10:15 - 2025-10-28 10:16,partial overlap,1,Low
1172,P017,Client Visit,Testing Acceptance,2025-10-31 16:57 - 2025-10-31 17:30,partial overlap,33,Medium
1173,P017,Tech Sharing,Brainstorming,2025-10-29 09:56 - 2025-10-29 10:45,partial overlap,49,High
1174,P017,Operations Check,Testing Acceptance,2025-11-02 18:30 - 2025-11-02 19:15,partial overlap,45,High
1175,P017,Project Discussion,Deployment,2025-10-29 15:10 - 2025-10-29 15:30,partial overlap,20,Medium
1176,P017,Meeting,Client Visit,2025-11-05 18:15 - 2025-11-05 18:30,partial overlap,15,Medium
1177,P017,Operations Check,Design Review,2025-11-03 15:45 - 2025-11-03 16:15,containment,30,Medium
1178,P017,Testing Acceptance,Testing Acceptance,2025-11-10 15:15 - 2025-11-10 15:20,partial overlap,5,Low
1179,P017,Meeting,Training,2025-11-11 14:00 - 2025-11-11 14:15,partial overlap,15,Medium
1180,P017,Requirements Analysis,Training,2025-11-11 14:00 - 2025-11-11 14:15,partial overlap,15,Medium
1181,P017,Deployment,Project Discussion,2025-11-06 11:45 - 2025-11-06 12:15,containment,30,Medium
1182,P017,Product Demo,Product Demo,2025-11-08 11:30 - 2025-11-08 12:00,containment,30,Medium
1183,P017,Requirements Analysis,Product Demo,2025-11-10 17:35 - 2025-11-10 18:00,partial overlap,25,Medium
1184,P017,Meeting,Code Review,2025-11-13 10:00 - 2025-11-13 10:12,partial overlap,12,Low
1185,P017,Tech Sharing,Code Review,2025-11-13 10:05 - 2025-11-13 10:30,partial overlap,25,Medium
1186,P017,Operations Check,Code Review,2025-11-13 10:16 - 2025-11-13 10:30,partial overlap,14,Low
1187,P017,Meeting,Requirements Analysis,2025-11-11 13:30 - 2025-11-11 14:15,containment,45,High
1188,P017,Code Review,Product Demo,2025-11-09 15:16 - 2025-11-09 15:40,containment,24,Medium
1189,P017,Tech Sharing,Product Demo,2025-11-09 15:35 - 2025-11-09 15:55,containment,20,Medium
1190,P017,Product Demo,Testing Acceptance,2025-11-14 12:15 - 2025-11-14 12:45,containment,30,Medium
1191,P017,Tech Sharing,Testing Acceptance,2025-11-14 12:33 - 2025-11-14 12:58,containment,25,Medium
1192,P017,Training,Design Review,2025-11-16 16:04 - 2025-11-16 16:23,containment,19,Medium
1193,P017,One-on-One,Testing Acceptance,2025-11-10 14:40 - 2025-11-10 15:00,partial overlap,20,Medium
1194,P017,Testing Acceptance,Testing Acceptance,2025-11-10 14:46 - 2025-11-10 15:00,partial overlap,14,Low
1195,P017,Brainstorming,Tech Sharing,2025-11-15 09:24 - 2025-11-15 09:49,containment,25,Medium
1196,P017,Training,Tech Sharing,2025-11-15 09:30 - 2025-11-15 10:00,partial overlap,30,Medium
1197,P017,Tech Sharing,Tech Sharing,2025-11-13 10:45 - 2025-11-13 10:59,partial overlap,14,Low
1198,P017,Operations Check,Tech Sharing,2025-11-13 10:45 - 2025-11-13 11:09,partial overlap,24,Medium
1199,P017,Testing Acceptance,Tech Sharing,2025-11-13 11:04 - 2025-11-13 11:15,partial overlap,11,Low
1200,P017,Meeting,Meeting,2025-11-13 09:13 - 2025-11-13 09:30,partial overlap,17,Medium
1201,P017,Tech Sharing,Code Review,2025-11-09 15:35 - 2025-11-09 15:40,partial overlap,5,Low
1202,P017,Testing Acceptance,One-on-One,2025-11-10 14:46 - 2025-11-10 15:11,partial overlap,25,Medium
1203,P017,Product Demo,Tech Sharing,2025-11-14 12:33 - 2025-11-14 12:45,partial overlap,12,Low
1204,P017,Meeting,Tech Sharing,2025-11-13 10:05 - 2025-11-13 10:12,partial overlap,7,Low
1205,P017,Operations Check,Tech Sharing,2025-11-13 10:16 - 2025-11-13 10:59,partial overlap,43,Medium
1206,P017,Testing Acceptance,Operations Check,2025-11-13 11:04 - 2025-11-13 11:09,partial overlap,5,Low
1207,P017,Training,Brainstorming,2025-11-15 09:30 - 2025-11-15 09:49,partial overlap,19,Medium
1208,P017,Client Visit,Brainstorming,2025-11-18 15:47 - 2025-11-18 16:15,partial overlap,28,Medium
1209,P017,Brainstorming,Project Discussion,2025-11-18 09:30 - 2025-11-18 09:45,partial overlap,15,Medium
1210,P017,One-on-One,Tech Sharing,2025-11-18 12:25 - 2025-11-18 12:30,partial overlap,5,Low
1211,P017,Requirements Analysis,Operations Check,2025-11-20 11:45 - 2025-11-20 12:15,containment,30,Medium
1212,P017,Design Review,Operations Check,2025-11-20 12:00 - 2025-11-20 12:15,partial overlap,15,Medium
1213,P017,Requirements Analysis,Design Review,2025-11-20 12:00 - 2025-11-20 12:15,partial overlap,15,Medium
1214,P017,One-on-One,Deployment,2025-11-20 16:45 - 2025-11-20 17:00,containment,15,Medium
1215,P017,Product Demo,Deployment,2025-11-20 16:56 - 2025-11-20 17:15,partial overlap,19,Medium
1216,P017,Requirements Analysis,Code Review,2025-11-17 14:45 - 2025-11-17 15:00,containment,15,Medium
1217,P017,Deployment,Code Review,2025-11-17 14:57 - 2025-11-17 15:00,partial overlap,3,Low
1218,P017,Deployment,Tech Sharing,2025-11-21 08:40 - 2025-11-21 08:45,partial overlap,5,Low
1219,P017,Deployment,Testing Acceptance,2025-11-17 15:15 - 2025-11-17 15:30,containment,15,Medium
1220,P017,Product Demo,Testing Acceptance,2025-11-17 15:15 - 2025-11-17 15:30,containment,15,Medium
1221,P017,Product Demo,Training,2025-11-20 15:45 - 2025-11-20 16:00,partial overlap,15,Medium
1222,P017,Deployment,Requirements Analysis,2025-11-17 14:57 - 2025-11-17 15:00,partial overlap,3,Low
1223,P017,Product Demo,One-on-One,2025-11-20 16:56 - 2025-11-20 17:00,partial overlap,4,Low
1224,P017,Product Demo,Deployment,2025-11-17 15:08 - 2025-11-17 15:30,containment,22,Medium
1225,P018,Deployment,Testing Acceptance,2025-10-11 12:08 - 2025-10-11 12:45,partial overlap,37,Medium
1226,P018,Deployment,Deployment,2025-10-09 13:46 - 2025-10-09 14:15,containment,29,Medium
1227,P018,Testing Acceptance,Deployment,2025-10-09 13:55 - 2025-10-09 14:22,containment,27,Medium
1228,P018,Tech Sharing,Client Visit,2025-10-11 08:29 - 2025-10-11 09:00,partial overlap,31,Medium
1229,P018,Code Review,Product Demo,2025-10-12 17:15 - 2025-10-12 17:45,containment,30,Medium
1230,P018,Deployment,Testing Acceptance,2025-10-09 13:55 - 2025-10-09 14:15,partial overlap,20,Medium
1231,P018,Team Building,Code Review,2025-10-14 13:45 - 2025-10-14 14:00,partial overlap,15,Medium
1232,P018,Meeting,Design Review,2025-10-19 13:19 - 2025-10-19 14:00,partial overlap,41,Medium
1233,P018,Deployment,Design Review,2025-10-19 13:43 - 2025-10-19 14:00,partial overlap,17,Medium
1234,P018,Design Review,Product Demo,2025-10-21 11:45 - 2025-10-21 12:00,partial overlap,15,Medium
1235,P018,Training,Testing Acceptance,2025-10-17 13:08 - 2025-10-17 13:30,partial overlap,22,Medium
1236,P018,Training,One-on-One,2025-10-23 13:00 - 2025-10-23 13:30,partial overlap,30,Medium
1237,P018,Client Visit,One-on-One,2025-10-23 13:15 - 2025-10-23 13:30,partial overlap,15,Medium
1238,P018,Client Visit,One-on-One,2025-10-23 13:15 - 2025-10-23 13:30,containment,15,Medium
1239,P018,Operations Check,Design Review,2025-10-21 10:15 - 2025-10-21 10:30,partial overlap,15,Medium
1240,P018,Deployment,Operations Check,2025-10-18 14:00 - 2025-10-18 14:30,partial overlap,30,Medium
1241,P018,Code Review,Deployment,2025-10-22 08:30 - 2025-10-22 09:00,full overlap,30,Medium
1242,P018,Deployment,Meeting,2025-10-19 13:43 - 2025-10-19 14:07,partial overlap,24,Medium
1243,P018,Client Visit,Training,2025-10-23 13:15 - 2025-10-23 13:45,containment,30,Medium
1244,P018,Client Visit,Training,2025-10-23 13:15 - 2025-10-23 13:30,containment,15,Medium
1245,P018,Testing Acceptance,One-on-One,2025-10-24 08:00 - 2025-10-24 08:15,containment,15,Medium
1246,P018,Operations Check,Client Visit,2025-10-26 11:45 - 2025-10-26 12:15,containment,30,Medium
1247,P018,Project Discussion,Client Visit,2025-10-26 11:45 - 2025-10-26 12:15,containment,30,Medium
1248,P018,Project Discussion,Client Visit,2025-10-26 12:00 - 2025-10-26 12:15,partial overlap,15,Medium
1249,P018,Client Visit,Client Visit,2025-10-23 13:15 - 2025-10-23 13:30,containment,15,Medium
1250,P018,Meeting,Deployment,2025-10-24 13:15 - 2025-10-24 13:36,partial overlap,21,Medium
1251,P018,Meeting,Code Review,2025-10-24 12:36 - 2025-10-24 12:45,partial overlap,9,Low
1252,P018,Brainstorming,Project Discussion,2025-10-28 12:15 - 2025-10-28 12:30,full overlap,15,Medium
1253,P018,Brainstorming,Tech Sharing,2025-10-23 13:57 - 2025-10-23 14:15,partial overlap,18,Medium
1254,P018,Meeting,Tech Sharing,2025-10-23 14:03 - 2025-10-23 14:15,partial overlap,12,Low
1255,P018,Meeting,Requirements Analysis,2025-10-24 12:45 - 2025-10-24 13:15,containment,30,Medium
1256,P018,Operations Check,Project Discussion,2025-10-26 12:00 - 2025-10-26 12:15,partial overlap,15,Medium
